Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item
1993,1522.0,15373.0,13.26,Chile,Wheat
2010,1761.0,342580.0,22.12,Brazil,Potatoes
1994,1410.0,4971.0,26.78,Dominican Republic,Plantains and others
1996,494.0,11955.0,27.17,Pakistan,"Rice, paddy"
1992,1220.0,31077.0,9.11,United Kingdom,Potatoes
1993,2702.0,1597.0,27.51,Indonesia,Soybeans
2007,1761.0,304031.0,22.19,Brazil,Potatoes
1994,2702.0,1597.0,27.12,Indonesia,Potatoes
2006,1083.0,37423.0,26.13,India,"Rice, paddy"
2001,636.0,35700.0,17.27,Spain,Sweet potatoes
2012,2274.0,11469.74,21.86,Ecuador,Soybeans
1994,2875.0,39406.48,27.0,Malaysia,Maize
1996,2702.0,1597.0,27.2,Indonesia,Soybeans
2007,282.0,7.72,27.94,Mali,Soybeans
2007,1274.0,412.66,21.28,Burundi,Sweet potatoes
1995,1976.0,7800.0,24.95,Honduras,Plantains and others
1992,216.0,692.0,21.52,Iraq,Potatoes
1993,1513.0,109.41,19.95,Madagascar,Sweet potatoes
2011,346.0,13697.0,18.53,Morocco,Sorghum
2004,1083.0,35113.0,26.25,India,Wheat
1996,1083.0,56114.0,27.37,India,Wheat
1998,495.0,24304.0,19.42,South Africa,Potatoes
2002,832.0,94211.0,13.14,Italy,Sorghum
2013,593.0,39440.0,14.07,Turkey,Maize
2008,2387.0,234.27,27.31,Guyana,Yams
1991,534.0,17866.0,13.77,Australia,"Rice, paddy"
2004,216.0,828.62,23.72,Iraq,Soybeans
2012,1761.0,346583.0,27.34,Brazil,Potatoes
2006,1083.0,37423.0,24.98,India,Soybeans
1999,1761.0,127585.0,27.64,Brazil,Yams
2004,51.0,5363.0,21.06,Egypt,"Rice, paddy"
2001,346.0,13842.57,18.73,Morocco,"Rice, paddy"
2008,1300.0,13335.22,17.43,Uruguay,Maize
2001,1113.0,2539.25,10.74,Croatia,Potatoes
2006,1738.0,12074.5,17.61,Peru,Maize
1992,1976.0,9904.59,24.77,Honduras,Potatoes
1991,1513.0,131.0,19.79,Madagascar,Wheat
2001,1761.0,151523.0,19.73,Brazil,Wheat
2010,1083.0,40093.69,26.31,India,Sweet potatoes
2006,636.0,39767.0,17.97,Spain,"Rice, paddy"
1999,3240.0,66088.0,26.77,Colombia,Cassava
2001,495.0,26857.0,15.68,South Africa,"Rice, paddy"
1995,2274.0,2658.0,21.96,Ecuador,Sorghum
1995,1083.0,61257.0,25.24,India,Maize
2011,758.0,65961.1,16.64,Mexico,Cassava
1998,1668.0,79821.18,16.39,Japan,Maize
1993,2274.0,1844.0,22.15,Ecuador,Potatoes
2012,534.0,48687.88,20.08,Australia,Wheat
1998,1083.0,49157.0,26.01,India,Maize
1997,1761.0,110276.11,19.12,Brazil,Soybeans
2002,1162.0,1164.1,11.18,Slovenia,Maize
1999,537.0,44293.0,7.69,Canada,Potatoes
2006,636.0,39767.0,17.81,Spain,Sorghum
2010,346.0,13697.0,18.87,Morocco,Maize
1999,593.0,33089.0,18.74,Turkey,"Rice, paddy"
2012,686.0,787.83,25.47,Senegal,"Rice, paddy"
1995,591.0,37842.0,17.74,Argentina,Potatoes
1995,1761.0,92967.22,27.34,Brazil,Maize
2010,1668.0,55576.0,15.8,Japan,Yams
2009,591.0,61586.56,18.16,Argentina,Wheat
2011,832.0,70690.0,13.46,Italy,Wheat
2002,537.0,34226.0,5.47,Canada,Wheat
2008,1083.0,14485.33,26.19,India,"Rice, paddy"
2000,1522.0,14264.54,12.99,Chile,Maize
2013,1732.0,5086.0,13.57,New Zealand,Sweet potatoes
2000,2280.0,3925.63,26.73,Nicaragua,Maize
1990,1083.0,75000.0,25.54,India,Wheat
1991,285.0,39.0,19.92,Namibia,Sorghum
1995,2702.0,1597.0,27.15,Indonesia,Cassava
2006,494.0,6925.13,25.17,Pakistan,Sweet potatoes
1991,1032.0,102.26,21.77,Mozambique,Wheat
2008,3240.0,48538.97,27.16,Colombia,Maize
1995,494.0,7681.0,18.68,Pakistan,Sorghum
2008,216.0,1245.94,24.09,Iraq,Wheat
2011,1083.0,55540.0,25.64,India,Cassava
1994,495.0,16582.0,18.48,South Africa,Maize
1990,494.0,5299.0,19.36,Pakistan,Potatoes
2012,537.0,73508.9,6.59,Canada,Soybeans
2009,3142.0,105.0,25.08,Papua New Guinea,Yams
2008,250.0,7044.9,4.19,Kazakhstan,Sorghum
1998,1083.0,49157.0,26.35,India,Cassava
1994,1020.0,1080.0,21.2,Zambia,Potatoes
1999,1274.0,150.24,21.01,Burundi,Maize
2010,534.0,42169.39,18.0,Australia,"Rice, paddy"
2010,1537.0,2059.6,7.06,Switzerland,Potatoes
1998,216.0,755.0,24.33,Iraq,"Rice, paddy"
2010,1668.0,55576.0,13.82,Japan,Wheat
1999,1761.0,127585.0,25.88,Brazil,Sweet potatoes
1994,1292.0,484.59,25.73,Bahamas,Sweet potatoes
2002,2702.0,1597.0,27.49,Indonesia,Potatoes
1994,3240.0,17051.34,27.17,Colombia,"Rice, paddy"
1993,1083.0,66388.0,25.22,India,"Rice, paddy"
1995,1761.0,92967.22,18.89,Brazil,Cassava
2013,636.0,54197.0,17.0,Spain,Maize
1990,832.0,100596.4,12.83,Italy,Sweet potatoes
1992,216.0,692.0,21.52,Iraq,Sorghum
2002,1622.0,40925.33,27.98,Thailand,"Rice, paddy"
2010,495.0,26857.0,19.31,South Africa,Maize
1992,346.0,10178.29,17.38,Morocco,Wheat
1990,92.0,39.09,27.67,Mauritania,Potatoes
2000,2274.0,17948.0,21.34,Ecuador,"Rice, paddy"
1998,1212.0,157.0,19.79,Rwanda,Soybeans
2013,1761.0,367778.0,17.84,Brazil,Potatoes
2012,1220.0,17718.64,10.0,United Kingdom,Wheat
2004,748.0,1.28,28.9,Burkina Faso,Sorghum
2004,1738.0,8941.22,17.29,Peru,Plantains and others
2000,1083.0,44957.52,27.23,India,Maize
2002,494.0,10881.83,19.7,Pakistan,Potatoes
1994,854.0,9580.0,16.12,Portugal,Wheat
2009,534.0,38065.68,19.01,Australia,"Rice, paddy"
1996,2274.0,2407.0,21.69,Ecuador,"Rice, paddy"
2013,494.0,0.92,19.98,Pakistan,Maize
2008,2666.0,12936.5,26.0,Bangladesh,Sweet potatoes
1996,1738.0,3755.0,16.45,Peru,Sweet potatoes
2012,626.0,553.0,5.57,Estonia,Wheat
2006,1668.0,65248.26,15.87,Japan,Maize
2001,346.0,13842.57,18.56,Morocco,Sweet potatoes
2001,593.0,25539.0,15.11,Turkey,Wheat
1996,1976.0,6464.0,24.39,Honduras,Soybeans
1992,1083.0,70791.0,25.69,India,Soybeans
2007,1761.0,304031.0,20.93,Brazil,"Rice, paddy"
2010,1410.0,6316.61,26.93,Dominican Republic,Plantains and others
2010,1083.0,40093.69,26.93,India,Maize
1990,1083.0,75000.0,24.1,India,Maize
1996,637.0,17425.0,10.71,Romania,Soybeans
1998,600.0,8699.0,8.17,Poland,Potatoes
1995,630.0,4607.0,16.52,Kenya,Yams
2011,1761.0,345026.0,24.32,Brazil,Maize
1997,636.0,34023.0,17.66,Spain,Sorghum
2010,758.0,63402.29,15.87,Mexico,Cassava
2007,1274.0,412.66,21.28,Burundi,"Rice, paddy"
1999,832.0,81583.0,7.64,Italy,"Rice, paddy"
2011,636.0,53549.0,13.28,Spain,Sweet potatoes
2013,1440.0,27.85,27.2,Haiti,Potatoes
2006,51.0,9781.0,21.15,Egypt,Sweet potatoes
2006,1668.0,65248.26,15.87,Japan,Potatoes
2007,494.0,5935.96,25.16,Pakistan,"Rice, paddy"
2010,537.0,61050.0,8.33,Canada,Maize
1993,636.0,29408.0,11.12,Spain,Maize
1990,1187.0,65.8,26.73,Ghana,Plantains and others
2008,1622.0,65423.0,27.48,Thailand,Soybeans
1996,536.0,909.0,4.2,Finland,Wheat
2004,1187.0,134.25,27.02,Ghana,Sweet potatoes
1996,2875.0,39406.48,27.04,Malaysia,Maize
2006,537.0,36572.75,7.85,Canada,Soybeans
2001,686.0,282.02,25.79,Senegal,Potatoes
2010,1292.0,268.2,24.77,Bahamas,Plantains and others
2005,1996.0,13506.02,19.99,Guatemala,Potatoes
2000,591.0,63265.78,16.98,Argentina,Sweet potatoes
2011,758.0,65961.1,19.52,Mexico,Wheat
2010,1761.0,342580.0,18.18,Brazil,Wheat
1994,1500.0,60.11,15.3,Nepal,Wheat
1992,2702.0,825.0,26.96,Indonesia,Sweet potatoes
2000,534.0,33475.0,19.07,Australia,"Rice, paddy"
1997,1083.0,52279.0,24.77,India,Sorghum
2000,593.0,33471.0,12.03,Turkey,"Rice, paddy"
1990,2274.0,2537.0,17.6,Ecuador,Maize
2008,495.0,26857.0,15.75,South Africa,Potatoes
1991,1738.0,3134.0,17.15,Peru,Maize
2009,1996.0,13276.7,19.99,Guatemala,Plantains and others
1992,534.0,22234.0,13.31,Australia,Potatoes
2011,1761.0,345026.0,18.01,Brazil,Potatoes
1990,589.0,12756.0,10.96,Hungary,Maize
1991,1668.0,79821.18,13.32,Japan,Maize
2010,1440.0,27.85,27.19,Haiti,Potatoes
2010,2280.0,12242.19,27.01,Nicaragua,Plantains and others
2013,1083.0,45620.0,27.37,India,Sweet potatoes
2006,758.0,50891.95,23.33,Mexico,Wheat
1992,1180.0,72.0,23.46,Uganda,Sweet potatoes
2011,593.0,39534.43,11.6,Turkey,Soybeans
2004,1513.0,68.01,19.87,Madagascar,"Rice, paddy"
2010,1784.0,3598.59,25.96,El Salvador,Sweet potatoes
1999,1761.0,127585.0,21.59,Brazil,Sorghum
2002,1761.0,145552.0,21.3,Brazil,Soybeans
2009,534.0,38065.68,19.01,Australia,Sorghum
2008,534.0,42935.38,19.79,Australia,Sorghum
1994,686.0,547.3,24.94,Senegal,"Rice, paddy"
2011,700.0,43754.35,6.56,Germany,Wheat
2006,537.0,36572.75,7.85,Canada,Potatoes
2004,495.0,26857.0,15.49,South Africa,Sweet potatoes
2002,534.0,26651.0,18.93,Australia,Potatoes
2007,1083.0,27422.77,26.27,India,Sorghum
1990,1083.0,75000.0,24.1,India,Wheat
2000,250.0,3024.42,7.26,Kazakhstan,"Rice, paddy"
1996,593.0,30286.0,11.29,Turkey,"Rice, paddy"
2007,1651.0,400.55,27.28,Guinea,Yams
1995,250.0,13535.0,4.33,Kazakhstan,"Rice, paddy"
1994,1668.0,79821.18,16.07,Japan,Maize
1994,537.0,29206.0,4.06,Canada,Maize
2012,2702.0,1597.0,27.49,Indonesia,Soybeans
1999,1410.0,5398.0,26.62,Dominican Republic,Potatoes
1993,636.0,29408.0,16.4,Spain,Sweet potatoes
2009,657.0,3269.99,20.52,Zimbabwe,Maize
1995,1996.0,12004.33,19.98,Guatemala,"Rice, paddy"
1995,636.0,27852.0,17.33,Spain,Potatoes
1999,346.0,13028.29,17.68,Morocco,Wheat
1996,661.0,1221.0,19.65,Lebanon,Wheat
2011,641.0,1070.5,7.25,Latvia,Potatoes
1995,534.0,25598.0,18.88,Australia,"Rice, paddy"
2010,1410.0,6316.61,26.93,Dominican Republic,Sweet potatoes
1992,1083.0,70791.0,25.41,India,Soybeans
2009,652.0,3404.4,18.52,Greece,Wheat
1991,3142.0,121.0,25.04,Papua New Guinea,"Rice, paddy"
1994,758.0,34468.93,21.46,Mexico,Potatoes
2000,1083.0,44957.52,26.13,India,"Rice, paddy"
1997,1513.0,139.89,19.97,Madagascar,Potatoes
1996,1976.0,6464.0,24.39,Honduras,Sorghum
1998,1668.0,79821.18,16.45,Japan,Potatoes
2005,832.0,84647.0,12.16,Italy,Wheat
1994,1668.0,79821.18,16.41,Japan,Yams
2001,2702.0,1597.0,26.81,Indonesia,Maize
2010,1522.0,9830.72,6.13,Chile,Potatoes
1990,593.0,29918.0,14.01,Turkey,"Rice, paddy"
2000,1083.0,44957.52,25.98,India,Soybeans
2005,494.0,7914.31,26.04,Pakistan,Sorghum
1995,748.0,3.04,28.46,Burkina Faso,Potatoes
1999,1020.0,1670.0,20.53,Zambia,Wheat
1992,59.0,994.0,24.37,Saudi Arabia,Wheat
1991,1761.0,58349.44,27.34,Brazil,Sweet potatoes
2000,1083.0,44957.52,27.03,India,Cassava
2001,1622.0,30629.67,27.81,Thailand,Maize
2008,1083.0,14485.33,25.68,India,Cassava
2001,346.0,13842.57,18.73,Morocco,Sweet potatoes
2008,2274.0,15396.14,21.89,Ecuador,Plantains and others
1992,624.0,1497.0,7.94,Sweden,Wheat
1994,1761.0,84312.78,24.71,Brazil,"Rice, paddy"
2011,832.0,70690.0,13.46,Italy,Sweet potatoes
2008,691.0,253.5,8.29,Tajikistan,Wheat
2009,1032.0,914.92,21.7,Mozambique,Wheat
1990,2274.0,2537.0,22.12,Ecuador,Cassava
2010,1083.0,40093.69,26.52,India,Soybeans
2011,59.0,4840.3,26.57,Saudi Arabia,Maize
2011,1784.0,3231.13,25.95,El Salvador,Sorghum
2008,216.0,1245.94,20.46,Iraq,Wheat
1995,1761.0,92967.22,18.89,Brazil,Soybeans
1993,1668.0,79821.18,14.99,Japan,Sweet potatoes
2007,1083.0,27422.77,25.58,India,Sorghum
2009,241.0,0.55,11.46,Montenegro,Potatoes
1990,591.0,26156.0,17.67,Argentina,Maize
2006,1761.0,238716.0,20.6,Brazil,Sweet potatoes
2004,1300.0,9017.73,17.22,Uruguay,Wheat
1997,1083.0,52279.0,25.75,India,Potatoes
2005,1083.0,35342.0,25.07,India,Sorghum
2006,636.0,39767.0,17.97,Spain,Potatoes
1997,537.0,38258.2,6.0,Canada,Wheat
2004,534.0,36276.0,20.42,Australia,Soybeans
2000,282.0,17.59,27.51,Mali,Maize
1999,1761.0,127585.0,25.88,Brazil,Wheat
2012,534.0,48687.88,19.55,Australia,Sweet potatoes
2007,1668.0,61164.07,16.03,Japan,Potatoes
2001,1651.0,254.42,27.36,Guinea,Plantains and others
2010,758.0,63402.29,20.9,Mexico,Cassava
2001,1410.0,7182.0,26.78,Dominican Republic,Sorghum
2011,636.0,53549.0,17.98,Spain,Sorghum
2011,1083.0,55540.0,27.29,India,Potatoes
2006,1622.0,41220.0,27.92,Thailand,Sorghum
1993,1761.0,75658.33,26.89,Brazil,"Rice, paddy"
1992,494.0,5518.0,18.34,Pakistan,Sweet potatoes
1999,1083.0,46195.0,25.29,India,"Rice, paddy"
1994,758.0,34468.93,25.05,Mexico,Soybeans
1992,537.0,29387.0,8.05,Canada,Soybeans
2009,618.0,8306.31,6.75,Belarus,Wheat
2001,657.0,2988.54,20.86,Zimbabwe,"Rice, paddy"
2000,1738.0,5175.0,17.02,Peru,Cassava
2004,758.0,26433.14,21.24,Mexico,Potatoes
1998,346.0,12621.14,18.21,Morocco,Sorghum
2000,562.0,69.85,9.68,Armenia,Wheat
2000,534.0,33475.0,19.89,Australia,Maize
2011,591.0,100424.62,17.58,Argentina,Cassava
2000,565.0,27343.71,8.82,Ukraine,Soybeans
2010,1083.0,40093.69,27.29,India,Sweet potatoes
1999,630.0,3056.0,16.7,Kenya,Maize
1993,151.0,62.0,29.64,Niger,Maize
2012,207.0,422.24,20.12,Tunisia,Sorghum
2013,494.0,0.92,27.9,Pakistan,Sweet potatoes
1999,686.0,470.87,24.93,Senegal,Potatoes
2010,1083.0,40093.69,26.51,India,Sweet potatoes
2007,758.0,64501.28,20.17,Mexico,Sorghum
1990,1761.0,49695.0,24.64,Brazil,Sorghum
2001,346.0,13842.57,18.56,Morocco,Soybeans
2005,641.0,723.54,6.3,Latvia,Wheat
1999,1500.0,101.39,15.78,Nepal,Wheat
1996,1083.0,56114.0,26.1,India,Cassava
2012,1083.0,52980.0,25.82,India,"Rice, paddy"
1994,1083.0,61357.0,25.71,India,Sweet potatoes
1999,657.0,2918.18,20.44,Zimbabwe,Maize
2000,2702.0,1597.0,27.2,Indonesia,"Rice, paddy"
2001,758.0,31373.3,20.15,Mexico,Sweet potatoes
2010,494.0,2968.44,26.79,Pakistan,Sorghum
2002,1083.0,42482.56,26.55,India,Sweet potatoes
1994,1032.0,102.26,21.35,Mozambique,Sorghum
1995,1668.0,79821.18,15.32,Japan,Yams
1993,1083.0,66388.0,26.32,India,Maize
1996,832.0,74617.2,7.06,Italy,Potatoes
1994,1032.0,102.26,21.35,Mozambique,Potatoes
1998,2274.0,21500.0,22.59,Ecuador,Cassava
2007,2387.0,246.5,27.3,Guyana,Cassava
1997,1083.0,52279.0,27.47,India,Cassava
2013,1083.0,45620.0,26.69,India,Cassava
1992,1976.0,9904.59,24.77,Honduras,Plantains and others
2007,2702.0,1597.0,27.14,Indonesia,"Rice, paddy"
1994,216.0,692.0,23.47,Iraq,Potatoes
1997,700.0,30414.0,5.79,Germany,Wheat
1996,1996.0,12004.33,19.48,Guatemala,Soybeans
1999,494.0,20450.0,19.84,Pakistan,Wheat
1991,51.0,8255.0,20.64,Egypt,Maize
1995,657.0,2599.0,21.57,Zimbabwe,Wheat
2010,3240.0,48618.46,27.54,Colombia,Plantains and others
2004,1083.0,35113.0,27.63,India,"Rice, paddy"
1996,1083.0,56114.0,26.46,India,Soybeans
2008,565.0,54080.5,9.24,Ukraine,Sorghum
1994,534.0,21057.0,19.59,Australia,Wheat
2002,534.0,26651.0,20.38,Australia,Sweet potatoes
1991,591.0,26156.0,17.64,Argentina,Cassava
2004,2702.0,1597.0,27.57,Indonesia,Soybeans
2006,250.0,3926.27,7.65,Kazakhstan,Maize
2006,534.0,35900.0,17.75,Australia,"Rice, paddy"
2008,1083.0,14485.33,24.51,India,Potatoes
1993,1513.0,109.41,19.95,Madagascar,"Rice, paddy"
2001,92.0,39.09,28.28,Mauritania,Yams
1992,1083.0,70791.0,26.37,India,Soybeans
2010,2387.0,211.83,27.87,Guyana,Sweet potatoes
1999,2274.0,14216.0,17.02,Ecuador,Plantains and others
2000,758.0,34468.93,25.16,Mexico,Maize
2001,1761.0,151523.0,27.08,Brazil,Sorghum
1999,867.0,114695.0,11.83,France,Wheat
2009,2280.0,9387.95,27.23,Nicaragua,"Rice, paddy"
2012,2274.0,11469.74,22.16,Ecuador,Sorghum
2004,534.0,36276.0,13.74,Australia,Maize
2008,1083.0,14485.33,25.23,India,Potatoes
2012,637.0,6418.7,12.33,Romania,Maize
1991,1668.0,79821.18,15.6,Japan,Potatoes
2013,1761.0,367778.0,17.57,Brazil,Sorghum
2007,593.0,48715.51,11.87,Turkey,Sorghum
1990,2274.0,2537.0,17.6,Ecuador,Cassava
1997,346.0,12214.0,18.65,Morocco,Wheat
2007,608.0,1974.75,10.23,Bulgaria,Potatoes
1998,51.0,4715.0,22.36,Egypt,Sorghum
2011,1513.0,310.36,20.33,Madagascar,Soybeans
2010,534.0,42169.39,16.72,Australia,Soybeans
2013,1083.0,45620.0,25.98,India,"Rice, paddy"
1996,1300.0,3444.01,17.03,Uruguay,"Rice, paddy"
2007,1996.0,22883.17,19.9,Guatemala,Sorghum
2000,3240.0,75843.0,26.98,Colombia,Potatoes
2002,2702.0,1597.0,27.71,Indonesia,"Rice, paddy"
2001,207.0,746.75,20.04,Tunisia,Sorghum
2011,1761.0,345026.0,25.28,Brazil,Cassava
1994,537.0,29206.0,8.11,Canada,Potatoes
2009,854.0,13984.91,16.84,Portugal,Wheat
2011,534.0,47632.99,14.19,Australia,Soybeans
1992,1083.0,70791.0,25.16,India,"Rice, paddy"
1995,1513.0,73.08,19.96,Madagascar,Cassava
1997,285.0,56.0,19.97,Namibia,Wheat
1996,1083.0,56114.0,26.64,India,Sorghum
2002,691.0,377.88,8.63,Tajikistan,"Rice, paddy"
2000,1440.0,27.85,26.76,Haiti,Sweet potatoes
2008,1761.0,312637.0,24.26,Brazil,Sorghum
1996,3240.0,18131.0,22.07,Colombia,Cassava
2006,494.0,6925.13,26.46,Pakistan,Sorghum
2005,2702.0,1597.0,27.77,Indonesia,Maize
2004,686.0,419.97,25.38,Senegal,Cassava
2006,2387.0,343.12,27.49,Guyana,Sweet potatoes
1990,2666.0,1266.0,25.98,Bangladesh,Sorghum
2002,1712.0,1714.39,26.74,Sri Lanka,Maize
2000,1761.0,140423.0,25.71,Brazil,Yams
1991,832.0,88916.6,12.05,Italy,Soybeans
1991,2702.0,3259.0,26.92,Indonesia,Maize
2011,758.0,65961.1,16.64,Mexico,Potatoes
1999,494.0,20450.0,27.54,Pakistan,"Rice, paddy"
2004,537.0,36138.0,7.02,Canada,Wheat
2005,758.0,51741.99,16.93,Mexico,"Rice, paddy"
2011,1083.0,55540.0,25.81,India,Sorghum
2005,758.0,51741.99,20.09,Mexico,Cassava
1993,1761.0,75658.33,17.93,Brazil,Yams
1996,1784.0,3319.85,25.77,El Salvador,Cassava
1993,1274.0,96.99,21.17,Burundi,Sorghum
2002,1083.0,42482.56,27.72,India,Potatoes
2011,1220.0,16401.66,9.82,United Kingdom,Potatoes
1999,494.0,20450.0,27.14,Pakistan,Sorghum
2009,495.0,26857.0,15.44,South Africa,"Rice, paddy"
2013,1651.0,877.19,27.29,Guinea,Potatoes
1993,447.0,148.68,10.53,Azerbaijan,Wheat
1993,495.0,16582.0,21.32,South Africa,"Rice, paddy"
2000,1996.0,9665.14,19.47,Guatemala,Wheat
2013,1083.0,45620.0,27.11,India,Cassava
2013,2274.0,6471.77,21.69,Ecuador,Sweet potatoes
1994,1996.0,12004.33,20.08,Guatemala,Soybeans
2007,657.0,3199.63,20.75,Zimbabwe,Soybeans
2006,1712.0,1751.75,26.56,Sri Lanka,"Rice, paddy"
2008,537.0,53707.3,6.58,Canada,Potatoes
1997,494.0,16936.0,26.29,Pakistan,Soybeans
2004,1083.0,35113.0,26.41,India,Soybeans
2013,608.0,1197.0,11.26,Bulgaria,Wheat
2005,2274.0,18391.23,22.21,Ecuador,"Rice, paddy"
2010,494.0,2968.44,27.45,Pakistan,Soybeans
2013,1083.0,45620.0,26.99,India,Sweet potatoes
2007,534.0,32446.25,14.99,Australia,Maize
2009,1738.0,11531.33,17.4,Peru,Cassava
2004,1522.0,9830.72,6.32,Chile,Sweet potatoes
1998,591.0,62397.0,17.23,Argentina,Wheat
2009,758.0,61690.08,21.76,Mexico,Sweet potatoes
2004,1083.0,35113.0,27.29,India,Sweet potatoes
2007,624.0,2157.0,8.16,Sweden,Potatoes
2007,1083.0,27422.77,25.66,India,Potatoes
2009,3240.0,51435.13,27.68,Colombia,Cassava
2009,832.0,74172.0,8.11,Italy,"Rice, paddy"
1992,657.0,3303.0,21.93,Zimbabwe,Potatoes
1996,1113.0,3148.0,9.24,Croatia,Wheat
1995,1162.0,987.0,10.14,Slovenia,Potatoes
2013,591.0,171945.54,16.45,Argentina,"Rice, paddy"
2001,2274.0,7344.0,17.39,Ecuador,Sorghum
1994,758.0,34468.93,25.05,Mexico,"Rice, paddy"
2013,1032.0,766.93,21.37,Mozambique,"Rice, paddy"
1990,1522.0,15373.0,12.88,Chile,Sweet potatoes
1994,691.0,714.0,8.01,Tajikistan,"Rice, paddy"
2000,3240.0,75843.0,22.01,Colombia,Wheat
2011,92.0,13.35,27.87,Mauritania,Wheat
2005,216.0,873.01,23.58,Iraq,"Rice, paddy"
2002,1083.0,42482.56,27.72,India,"Rice, paddy"
2006,1342.0,22.87,25.85,Central African Republic,Potatoes
2001,700.0,33423.49,9.19,Germany,Wheat
1998,700.0,33377.0,10.05,Germany,Soybeans
2011,2331.0,936.24,27.42,Suriname,Sweet potatoes
1995,1761.0,92967.22,18.27,Brazil,Potatoes
2012,788.0,271.84,14.62,Lesotho,Maize
2000,1274.0,109.87,21.32,Burundi,Potatoes
2000,2041.0,535.66,24.0,Mauritius,Sweet potatoes
1992,51.0,6156.0,20.09,Egypt,Potatoes
2001,1083.0,43720.04,26.52,India,Sorghum
2009,1083.0,28707.01,26.41,India,Soybeans
2011,1784.0,3231.13,25.95,El Salvador,Plantains and others
2004,758.0,26433.14,16.84,Mexico,Wheat
2000,700.0,35273.17,10.12,Germany,Wheat
2000,1668.0,79821.18,15.58,Japan,Wheat
1999,1440.0,26.32,27.01,Haiti,Cassava
2013,1513.0,507.94,19.34,Madagascar,Potatoes
2004,2702.0,1597.0,27.57,Indonesia,Sweet potatoes
2010,151.0,11.49,30.32,Niger,Sweet potatoes
1992,1410.0,4971.0,26.4,Dominican Republic,Plantains and others
1998,657.0,2883.0,21.3,Zimbabwe,Potatoes
1995,534.0,25598.0,13.14,Australia,Maize
2012,2666.0,13289.18,26.28,Bangladesh,Sweet potatoes
1999,1440.0,26.32,27.01,Haiti,Sweet potatoes
2002,2274.0,1302.49,22.47,Ecuador,Wheat
2001,608.0,2747.25,9.55,Bulgaria,Potatoes
2005,494.0,7914.31,26.04,Pakistan,Soybeans
2004,494.0,8903.48,26.96,Pakistan,"Rice, paddy"
2004,636.0,47445.0,17.12,Spain,Sweet potatoes
2009,2702.0,1597.0,27.69,Indonesia,Soybeans
1994,447.0,148.68,11.32,Azerbaijan,Soybeans
1999,562.0,60.38,10.11,Armenia,Wheat
2013,2280.0,4413.82,27.26,Nicaragua,Cassava
2011,1180.0,88.0,23.89,Uganda,Plantains and others
2007,534.0,32446.25,20.31,Australia,Sorghum
1999,854.0,15411.0,16.09,Portugal,Wheat
2007,495.0,26857.0,21.07,South Africa,Sweet potatoes
2009,346.0,13697.0,18.73,Morocco,Sweet potatoes
2005,626.0,386.0,6.04,Estonia,Wheat
2010,2274.0,31637.12,21.98,Ecuador,Cassava
2012,1485.0,766.25,16.7,Albania,Wheat
2007,56.0,3170.0,19.87,Libya,Maize
2000,2702.0,1597.0,27.23,Indonesia,Cassava
2005,1651.0,351.84,27.66,Guinea,Potatoes
1994,1712.0,1860.7,26.34,Sri Lanka,Sorghum
1993,1083.0,66388.0,25.66,India,Cassava
2001,1187.0,82.0,26.76,Ghana,Sweet potatoes
2011,216.0,1795.94,19.78,Iraq,"Rice, paddy"
2012,700.0,45522.5,9.2,Germany,Soybeans
1993,1761.0,75658.33,24.65,Brazil,Soybeans
2004,832.0,83810.0,12.75,Italy,Sweet potatoes
1995,565.0,51986.39,8.26,Ukraine,Soybeans
1997,1083.0,52279.0,25.58,India,"Rice, paddy"
1996,383.0,4.44,24.36,Eritrea,Potatoes
2005,1622.0,43831.0,27.92,Thailand,Soybeans
2004,151.0,26.31,29.8,Niger,Sweet potatoes
2007,2875.0,46868.35,27.23,Malaysia,Cassava
1996,1083.0,56114.0,23.81,India,Wheat
2007,1083.0,27422.77,25.46,India,Maize
1990,1761.0,49695.0,20.29,Brazil,Sweet potatoes
1998,534.0,37215.0,20.62,Australia,Sorghum
2002,1761.0,145552.0,25.56,Brazil,Cassava
1990,1440.0,17.14,27.11,Haiti,Yams
2008,657.0,3234.81,20.68,Zimbabwe,Soybeans
1995,3240.0,20156.23,22.27,Colombia,Yams
1990,1010.0,64.0,24.12,Angola,Sweet potatoes
2010,1537.0,2059.6,7.06,Switzerland,Maize
2011,1761.0,345026.0,21.74,Brazil,Cassava
1992,3240.0,15305.94,27.38,Colombia,Potatoes
1995,748.0,3.04,28.46,Burkina Faso,Yams
2001,495.0,26857.0,18.92,South Africa,Sweet potatoes
1998,832.0,84117.0,12.96,Italy,Sweet potatoes
1994,1668.0,79821.18,13.78,Japan,Yams
2013,758.0,59920.18,17.34,Mexico,Maize
2001,282.0,15.36,27.79,Mali,Soybeans
2009,534.0,38065.68,18.18,Australia,Soybeans
2013,1784.0,6005.08,26.36,El Salvador,"Rice, paddy"
1990,3142.0,121.0,25.27,Papua New Guinea,Sorghum
1991,2702.0,3259.0,26.61,Indonesia,Cassava
2006,250.0,3926.27,3.88,Kazakhstan,Sorghum
1993,51.0,4175.0,21.79,Egypt,Sweet potatoes
2002,758.0,16189.88,22.59,Mexico,Sweet potatoes
1994,1181.0,173.19,20.59,Malawi,Sorghum
1999,494.0,20450.0,26.8,Pakistan,"Rice, paddy"
